"species"	"Americas"	"AfricaWAsia"	"EAsiaPacific"	"Climbing"	"Acaulescent"	"Erect"	"StemSolitary"	"StemArmed"	"LeavesArmed"	"MaxStemHeight_m"	"MaxStemDia_cm"	"UnderstoreyCanopy"	"MaxLeafNumber"	"Max_Blade_Length_m"	"Max_Rachis_Length_m"	"Max_Petiole_length_m"	"AverageFruitLength_cm"	"MinFruitLength_cm"	"MaxFruitLength_cm"	"AverageFruitWidth_cm"	"MinFruitWidth_cm"	"MaxFruitWidth_cm"	"FruitSizeCategorical"	"FruitShape"	"Conspicuousness"	"AnimalFood"	"EnvironmentalUses"	"Fuels"	"GeneSources"	"HumanFood"	"InvertebrateFood"	"Materials"	"Medicines"	"Poisons"	"SocialUses"	"IUCN_TS_sum"	"IUCN_TS_sum_InclOld"	"Subset"	"Predicted_class_LEAST"	"Predicted_PnonLC_LEAST"	"Predicted_PLC_LEAST"	"Expert"	"subset_plot_iucn_LEAST"	"subset_plot_IUCNpreds1_LEAST"	"subset_plot_IUCNpreds2_LEAST"	"subset_plot_IUCNpreds1_exp_LEAST"	"subset_plot_IUCNpreds2_exp_LEAST"	"Continent"	"GrowthForm"	"Armed"	"MaxLeafLen_m"	"AvFruitLen_cm_mod"	"AvFruitWid_cm_mod"	"AvFruitVol_cm3"	"FruitDim1_cm"	"FruitDim2_cm"	"Small_bird_food"	"Large_bird_food"	"Bird_food"	"Small_mammal_food"	"Large_mammal_food"	"Mammal_food"	"High_C_trapper"	"Int_C_trapper"	"Low_C_trapper"	"High_or_Int_C_trapper"	"Human_use_all"	"Human_use_food"	"Human_use_materials"	"Human_use_medicine"	"Human_use_cultural"
"Dypsis louvelii"	0	1	0	0	0	1	"1"	0	0	1	1	"understorey"	10	0.5	0.48	NA	1.4	NA	NA	0.8	NA	NA	"small"	"NA"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	NA	1.4	0.8	0.469144502936076	1.4	0.8	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis lucens"	0	1	0	0	0	1	"NA"	0	0	0.6	1	"understorey"	10	0.3	0.19	0.13	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	0.43	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis lutea"	0	1	0	0	0	1	"2"	0	0	3	0.8	"understorey"	9	0.55	0.43	0.14	NA	NA	NA	NA	NA	NA	"NA"	"ovoid"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	0.69	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis lutescens"	0	1	0	0	0	1	"0"	0	0	7	12	"canopy"	11	2.27	1.9	0.42	1.5	1.2	1.8	0.85	0.7	1	"small"	"globose"	"conspicuous"	0	1	0	0	0	0	0	0	0	0	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	2.69	1.5	0.85	0.567450173054656	1.5	0.85	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	"NO"
"Dypsis madagascariensis"	0	1	0	0	0	1	"2"	0	0	18	20	"canopy"	12	3.1	3.1	NA	1.3	1	1.6	0.75	0.5	1	"small"	"ellipsoid"	"cryptic"	0	1	0	1	1	0	1	0	0	0	"LC"	"LC"	"TRAIN_unused"	NA	NA	NA	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"E"	0	NA	1.3	0.75	0.382881604656256	1.3	0.75	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"NO"	"NO"
"Dypsis mahia"	0	1	0	0	0	1	"2"	0	0	0.6	0.6	"understorey"	10	0.38	NA	0.55	NA	NA	NA	NA	NA	NA	"NA"	"globose"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	0.93	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis makirae"	0	1	0	0	0	1	"1"	0	0	5	6	"understorey"	NA	NA	0.25	0.15	1.05	0.9	1.2	0.35	0.3	0.4	"small"	"NA"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	NA	1.05	0.35	0.0673478925113312	1.05	0.35	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Dypsis malcomberi"	0	1	0	0	0	1	"1"	0	0	25	35	"canopy"	8	4.5	4	0.55	0.9	0.8	1	0.55	0.4	0.7	"small"	"globose"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	5.05	0.9	0.55	0.142549766656637	0.9	0.55	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Dypsis mananjarensis"	0	1	0	0	0	1	"1"	0	0	25	29	"canopy"	10	3.62	3.5	0.14	0.5	0.4	0.6	0.5	0.4	0.6	"small"	"ovoid"	"cryptic"	0	1	0	1	1	0	1	0	0	0	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	3.76	0.5	0.5	0.0654498469497874	0.5	0.5	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"NO"	"NO"
"Dypsis mangorensis"	0	1	0	0	0	1	"0"	0	0	6	3	"canopy"	10	0.6	0.35	0.28	NA	NA	NA	NA	NA	NA	"NA"	"globose"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	0.88	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis marojejyi"	0	1	0	0	0	1	"1"	0	0	6	1	"canopy"	20	4.1	1.4	0.12	2.35	2.2	2.5	1.6	1.4	1.8	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	4.22	2.35	1.6	3.14997023399937	2.35	1.6	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	NA	NA	NA	NA	NA
"Dypsis mcdonaldiana"	0	1	0	0	0	1	"0"	0	0	5	3	"understorey"	10	1	0.9	0.12	0.75	0.6	0.9	0.35	0.3	0.4	"small"	"ovoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	1.12	0.75	0.35	0.0481056375080937	0.75	0.35	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Dypsis metallica"	0	1	0	0	0	1	"0"	0	0	5	2	"understorey"	10	NA	NA	0.11	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Dypsis minuta"	0	1	0	0	0	1	"1"	0	0	0.5	0.5	"understorey"	8	0.33	0.06	0.3	1.45	1.4	1.5	0.4	0.3	0.5	"small"	"globose"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	0.63	1.45	0.4	0.121474915938805	1.45	0.4	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis mirabilis"	0	1	0	0	0	1	"1"	0	0	2.5	1.5	"understorey"	7	0.96	0.85	0.13	0.95	1.2	0.7	0.7	NA	NA	"small"	"NA"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	1.09	0.95	0.7	0.243735230041008	0.95	0.7	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis mocquerysiana"	0	1	0	0	0	1	"2"	0	0	2	0.9	"understorey"	8	0.25	0.19	0.08	1.3	NA	NA	0.55	NA	NA	"small"	"elongate"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	0.33	1.3	0.55	0.205905218504031	1.3	0.55	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis monostachya"	0	1	0	0	0	1	"0"	0	0	1	0.7	"understorey"	5	0.28	0.28	NA	NA	NA	NA	NA	NA	NA	"NA"	"globose"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis montana"	0	1	0	0	0	1	"0"	0	0	1	0.4	"understorey"	5	0.32	0.27	0.07	NA	NA	NA	NA	NA	NA	"NA"	"ovoid"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	0.39	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis moorei"	0	1	0	0	0	1	"1"	0	0	1	NA	"understorey"	NA	1.4	1.4	NA	2.5	NA	NA	2.2	NA	NA	"small"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	NA	2.5	2.2	6.33554518473942	2.5	2.2	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Dypsis nauseosa"	0	1	0	0	0	1	"1"	0	0	15	25	"canopy"	13	3.9	3.9	NA	1.55	NA	NA	1.3	NA	NA	"small"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	NA	1.55	1.3	1.37156699267974	1.55	1.3	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Dypsis nodifera"	0	1	0	0	0	1	"2"	0	0	10	6	"canopy"	12	1.03	0.75	0.31	0.9	0.8	1	0.65	0.5	0.8	"small"	"ovoid"	"cryptic"	0	0	0	1	1	0	1	0	0	0	"LC"	"LC"	"TRAIN_unused"	NA	NA	NA	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"E"	0	1.34	0.9	0.65	0.199098434421253	0.9	0.65	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"NO"	"NO"
"Dypsis nossibensis"	0	1	0	0	0	1	"1"	0	0	10	15	"canopy"	18	2.8	2.41	0.44	1.3	NA	NA	1.1	NA	NA	"small"	"globose"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	3.24	1.3	1.1	0.823620874016124	1.3	1.1	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	NA	NA	NA	NA	NA
"Dypsis occidentalis"	0	1	0	0	0	1	"0"	0	0	2	0.8	"understorey"	8	0.4	0.4	NA	0.95	0.9	1	0.45	0.4	0.5	"small"	"ovoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	NA	0.95	0.45	0.100727314455723	0.95	0.45	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis onilahensis"	0	1	0	0	0	1	"0"	0	0	20	15	"canopy"	7	1.8	1.8	NA	1.4	1	1.8	1.1	0.7	1.5	"small"	"ovoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	NA	1.4	1.1	0.886976325863518	1.4	1.1	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Dypsis oreophila"	0	1	0	0	0	1	"0"	0	0	8	4	"canopy"	8	1.5	1.5	NA	0.8	0.5	1.1	0.55	0.3	0.8	"small"	"globose"	"conspicuous"	0	0	0	1	1	0	0	0	0	0	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	NA	0.8	0.55	0.126710903694788	0.8	0.55	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"NO"
"Dypsis oropedionis"	0	1	0	0	0	1	"1"	0	0	20	35	"canopy"	11	3.45	3.1	0.4	NA	NA	NA	NA	NA	NA	"NA"	"ovoid"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	3.85	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Dypsis ovobontsira"	0	1	0	0	0	1	"1"	0	0	10	13	"canopy"	6	3.07	2.6	0.52	1.6	1.5	1.7	1.4	1.3	1.5	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	3.59	1.6	1.4	1.64200576027626	1.6	1.4	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Dypsis pachyramea"	0	1	0	0	0	1	"0"	0	0	0.5	0.8	"understorey"	8	0.43	0.23	0.22	1.7	NA	NA	0.7	NA	NA	"small"	"ovoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LC"	"LC"	"TRAIN_unused"	NA	NA	NA	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"E"	0	0.65	1.7	0.7	0.436157780073383	1.7	0.7	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis paludosa"	0	1	0	0	0	1	"0"	0	0	6	5	"canopy"	12	1.215	1.14	0.1	1.8	NA	NA	0.9	NA	NA	"small"	"ovoid"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	1.315	1.8	0.9	0.76340701482232	1.8	0.9	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Dypsis pembana"	0	1	0	0	0	1	"0"	0	0	18	15	"canopy"	10	2.4	2.4	NA	1.35	1.2	1.5	0.6	0.5	0.7	"small"	"globose"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	NA	1.35	0.6	0.254469004940773	1.35	0.6	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Dypsis perrieri"	0	1	0	0	0	1	"1"	0	0	15	30	"canopy"	20	6.5	5	1.55	1.7	1.5	1.9	1.4	1.2	1.6	"small"	"globose"	"cryptic"	0	0	0	1	1	0	1	0	0	0	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	8.05	1.7	1.4	1.74463112029353	1.7	1.4	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"NO"	"NO"
"Dypsis pervillei"	0	1	0	0	0	1	"1"	0	0	NA	NA	"NA"	NA	0.44	0.35	0.11	NA	NA	NA	NA	NA	NA	"NA"	"globose"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	0.55	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Dypsis pilulifera"	0	1	0	0	0	1	"1"	0	0	30	40	"canopy"	9	5.4	5	0.45	0.6	0.5	0.7	0.6	0.5	0.7	"small"	"NA"	"NA"	0	0	0	1	1	0	0	0	0	0	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	5.85	0.6	0.6	0.113097335529233	0.6	0.6	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"NO"
"Dypsis pinnatifrons"	0	1	0	0	0	1	"1"	0	0	12	15	"canopy"	16	3.5	2.2	1.35	1.4	NA	NA	0.65	NA	NA	"small"	"elongate"	"cryptic"	0	1	0	1	1	0	1	0	0	0	"LC"	"LC"	"TRAIN_unused"	NA	NA	NA	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"E"	0	4.85	1.4	0.65	0.309708675766394	1.4	0.65	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"NO"	"NO"
"Dypsis plumosa"	0	1	0	0	0	1	"NA"	0	0	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Dypsis plurisecta"	0	1	0	0	0	1	"NA"	0	0	NA	0.7	"NA"	NA	0.24	0.24	NA	NA	NA	NA	NA	NA	NA	"NA"	"globose"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Dypsis poivreana"	0	1	0	0	0	1	"1"	0	0	0.8	0.8	"understorey"	8	0.42	0.1	0.35	NA	NA	NA	NA	NA	NA	"NA"	"globose"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	0.77	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis prestoniana"	0	1	0	0	0	1	"1"	0	0	12	40	"canopy"	10	4.57	4.4	0.19	1.35	1.2	1.5	0.7	0.6	0.8	"small"	"globose"	"conspicuous"	0	0	0	1	1	0	0	0	0	0	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	4.76	1.35	0.7	0.346360590058275	1.35	0.7	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"NO"
"Dypsis procera"	0	1	0	0	0	1	"0"	0	0	6	2.5	"canopy"	8	0.85	0.6	0.28	NA	NA	NA	0.3	NA	NA	"NA"	"ovoid"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	1.13	NA	0.3	NA	0.3	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis procumbens"	0	1	0	0	0	1	"0"	0	0	7	4	"canopy"	8	0.86	0.7	0.18	0.75	0.6	0.9	0.5	0.4	0.6	"small"	"globose"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	1.04	0.75	0.5	0.098174770424681	0.75	0.5	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis psammophila"	0	1	0	0	0	1	"0"	0	0	4	3	"understorey"	NA	2	0.76	1.39	0.95	0.9	1	0.55	0.5	0.6	"small"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	3.39	0.95	0.55	0.150469198137561	0.95	0.55	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Dypsis pulchella"	0	1	0	0	0	1	"0"	0	0	1	0.7	"understorey"	8	0.23	0.23	NA	0.65	0.6	0.7	0.25	0.2	0.3	"small"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	NA	0.65	0.25	0.0212712002586809	0.65	0.25	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Dypsis pumila"	0	1	0	0	0	1	"1"	0	0	1	7	"understorey"	4	0.47	0.47	NA	2.15	1.7	2.6	1.6	1.2	2	"small"	"ovoid"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN_unused"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	NA	2.15	1.6	2.88188766089304	2.15	1.6	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
